"xllcorner","yllcorner","cellsize","nrows","ncols","band","units","scale","latitude","longitude","site","product","start","end","complete","modis_date","calendar_date","tile","proc_date","pixel","value"
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021129","2021-05-09","h24v06","2021146090623",1,999
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021145","2021-05-25","h24v06","2021165122713",1,1112
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021161","2021-06-10","h24v06","2021178032100",1,1224
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021177","2021-06-26","h24v06","2021194013016",1,1042
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021193","2021-07-12","h24v06","2021213235719",1,1234
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021209","2021-07-28","h24v06","2021226041459",1,1293
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021225","2021-08-13","h24v06","2021243194718",1,1146
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021241","2021-08-29","h24v06","2021258033526",1,1099
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021257","2021-09-14","h24v06","2021320112744",1,1128
"6974941.24","3084041.13","231.656358264",1,1,"250m_16_days_NDVI","NDVI ratio - No units","0.0001",27.736341214981,70.8702310806446,"point_1","MOD13Q1","2018-01-01","2024-12-31",TRUE,"A2021273","2021-09-30","h24v06","2021290013825",1,1268
